Material_ID,slope
1,1.0236592152660475
2,1.1501847114756436
3,1.2600081524105093
4,1.3872067770628327
5,1.4865793350269079
6,1.5812957063635573
7,1.6792989985695892
8,1.7944505227322765
9,0.8077290030613036
10,1.0743922982452183
11,1.2643234433222692
12,1.4967581686510723
13,1.7272533119788407
14,2.1912136491227505
15,2.4370625478425363
16,0.47461024358753157
17,0.5676601018011341
18,0.6654297495926182
19,0.7501449222654419
20,0.8466986709644002
21,0.5233068930227613
22,0.6180332417110128
23,0.7029953117218748
24,0.79635114153804
25,0.8739669859486279
26,0.956720689730296
27,1.047945027920532
28,1.00209878474751
29,1.0443211021824057
30,0.9257251094959448
31,0.9628528862604699
32,2.388512602291715
33,0.8739669859486279
34,0.956720689730296
35,0.9557677179830614
36,0.9158189530983701
37,0.9574605686575015
38,0.9987177057212122
39,1.075981150429874
40,0.6329039228138579
41,0.3739722934472615
42,0.3986966310882686
43,0.4505569195164752
44,0.4973248100276121
45,0.5929091826795589
46,0.6735818375245872
47,0.7198953167058134
48,0.790680453334779
49,0.8732229934640062
50,0.2270501615276449
51,0.34394905297780926
52,0.6002769036797206
53,0.6539026867594273
54,0.6965183780219919
55,0.757871282247593
56,0.794233670155402
57,0.8253137397723443
58,0.8637582337976768
59,0.9137154379722356
60,0.9496397096122046
61,0.9841111747946588
62,1.0167651637956359
63,1.0669614942989933
64,1.1016794496456321
65,0.794233670155402
66,0.8637582337976768
67,0.23382977816070907
68,0.31388642160080876
69,0.32226666428650474
70,0.15956692523782876
71,0.2098287234880227
72,1.121349944572557
73,1.252769633220755
74,0.42170008519936414
75,0.42170008519936414
76,0.46731791768552533
77,0.28916049505694635
78,0.4973248100276121
79,0.5929091826795589
80,0.8344590587624401
81,0.9158189530983701
82,0.2098287234880227
83,0.27739535714066943
84,0.3325316035520561
85,0.383265441766717
86,0.43166492193958284
87,0.5233068930227613
88,0.7029953117218748
89,0.3190542861740467
90,0.3924447434243818
91,0.5070476805930496
92,0.5562743450687336
93,0.8522883606566786
94,0.9557677179830614
95,0.9457403145725013
96,0.9275121225902828
97,1.012837025423496
98,0.9161891226579454
99,1.0027964126298312
100,1.1147183228299806
101,1.2177676294789506
102,1.25095004525633
103,1.3429791320585494
104,1.303767680679081
105,1.3494925513891327
106,1.3669037303161518
107,1.4080927117456068
108,0.5449273491021955
109,0.6269514320952962
110,0.7644788765033149
111,1.0804052334462284
112,1.1245775110366851
113,1.16543342639743
114,1.187996603913884
115,1.2421402868109441
116,1.2459899651590327
117,1.0590724766811899
118,1.0931648399846838
119,0.9983051448671614
120,1.0178681015820255
121,1.1868888294313542
122,1.0069815020779416
123,1.0940121988106062
124,1.0389146690344087
125,1.0955820736475022
126,1.2193197875245076
127,1.0931648399846838
128,1.1324669047259115
129,1.2952766210754667
130,1.1868888294313542
131,1.224533184101508
132,0.4395759297273065
133,0.3997553382507481
134,0.7244166181632319
135,0.6700847832425787
136,0.616182007197381
137,0.7646860270361074
138,0.7244166181632319
139,0.8528090075695649
140,0.8764128069035663
141,0.5312996477199425
142,0.5036435420512302
143,0.616182007197381
144,0.7646860270361074
145,0.7244166181632319
146,0.8528090075695649
147,0.8145110258095718
148,0.9181349812575547
149,0.9720889019496772
150,0.6876654951841739
151,0.7208130149362665
152,0.7745688274473007
153,0.81397183807333
154,0.8562902870299036
155,0.8807439595685747
156,1.092589270915795
157,1.1134370165384713
158,1.1639794286562153
159,1.1930466703039364
160,0.4587674803393796
161,0.6046095723221537
162,0.6569603042952623
163,0.7086027939204215
164,0.7594499010998741
165,0.4997016810988196
166,0.5437494079084021
167,0.5882557290738049
168,0.630548320470089
169,0.6739635209840606
170,1.046252618916865
171,1.0193767427526605
172,0.9705310917098408
173,1.8156196602658505
174,1.7750988500824554
175,1.0052442901009246
176,1.7956235974314516
177,1.4148734926357256
178,1.4739650437146619
179,1.4679062474630309
180,1.554172252700584
181,1.279262746239874
182,1.3499833728917987
183,1.2714987492058039
184,1.3569065019493018
185,1.2952766210754667
186,1.3413723057657032
187,1.3599111805716297
188,0.9181349812575547
189,0.9720889019496772
190,1.0236592152660475
191,1.0881235111176235
192,1.0236592152660475
193,1.0881235111176235
194,1.1350370625535464
195,1.1501847114756436
196,1.2355311529606767
197,1.279451651604827
198,1.3016113231903743
199,1.3497660795161994
200,1.3626334919688727
201,1.4064310707703085
202,0.8550787755078694
203,0.9054507188173105
204,0.961330566246777
205,1.0249538497205342
206,1.789564538219595
207,1.8175803683721043
